(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Building 24 (1050 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 18 (3) (1098 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 29 (5) (832 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 30 (2) (558 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 06 (1) (1268 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 15 (1300 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 07 (1) (1270 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 01 (681 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 22 (814 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 15 (6) (1300 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 08 (2) (1210 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 14 (3) (898 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 09 (1) (1018 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 09 (1018 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 12 (1) (604 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 07 (1270 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 18 (1) (1098 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 27 (664 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 14 (5) (898 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 03 (3) (1518 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 01 (4) (681 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 10 (1747 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 14 (4) (898 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 07 (3) (1270 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 07 (2) (1270 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 16 (1) (559 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 25 (678 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 30 (1) (558 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 21 (1) (757 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 18 (2) (1098 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 21 (2) (757 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 15 (5) (1300 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 01 (3) (681 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 20 (650 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 29 (1) (832 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 23 (518 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Building 29 (3) (832 verts)	-1	True	False	False	1	[texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] [texture_01 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
	Nature/Tree Creator Leaves (28617 verts): 
		Tree 01 (7) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (20) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (24) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (26) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (17) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (3) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (5) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 06 (956 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (6) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (4) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (8) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (30) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 01 (4) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (14) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 01 (3) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (11) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 05 (16) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (29) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (6) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (25) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (11) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (12) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 01 (2) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (9) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 02 (1) (224 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 01 (1) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 06 (1) (956 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (28) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (27) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (12) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (5) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (16) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (15) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (17) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (31) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (7) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 02 (224 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 01 (6) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (32) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (2) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (14) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (4) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 01 (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (23) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (7) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (8) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 05 (3) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 01 (5) (250 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (1) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (19) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (10) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 05 (15) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (18) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (13) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (2) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 04 (22) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (9) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (10) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 06 (2) (956 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
		Tree 04 (21) (193 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] [Tree (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tree 05 (13) (996 verts)	-1	True	False	False	1	[Tree (UnityEngine.Material)] 	
	Standard (14908 verts): 
		Wall Small 03 (23) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (4) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (12) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (14) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (26) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (11) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Floor 01 (216 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (6) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (19) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (4) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (11) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Overpass (408 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (7) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (31) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (15) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (24) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (3) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (17) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (25) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 01 (6) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (3) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (21) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (21) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (20) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (7) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (22) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (25) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (27) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (26) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (5) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (24) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Tong (261 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Overpass (4) (408 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (22) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (18) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (3) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (27) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (18) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (7) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (9) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (28) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (5) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
